station_id,charge_time,queue_time,total_time
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,32.465828571428574,3.037028571428572,35.502857142857145
4,284.6114285714286,1028.401142857143,1313.0125714285716
5,375.22605714285714,1062.4866285714286,1437.7126857142857
6,379.8464,615.2054857142857,995.0518857142857
7,420.11965714285714,1072.0548571428571,1492.1745142857144
8,548.5619428571428,1708.0582857142854,2256.620228571428
9,456.9638857142857,1050.8402285714285,1507.8041142857141
10,0.0,0.0,0.0
